Month,Age,Occupation,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Customer_ID_Number,Binary_credit_mix,Credit_History_Age_by_year,No Loan,Auto Loan,Credit-Builder Loan,Debt Consolidation Loan,Home Equity Loan,Mortgage Loan,Not Specified,Payday Loan,Personal Loan,Student Loan
1,28.0,10.0,28207.03,8,7,10,0.0,23,9.0,15.48,10.0,1406.85,26.72,2,0.0,60.67,3,410.99,10668,0,16.0,1,0,0,0,0,0,0,0,0,0
2,36.0,9.0,18550.4,3,4,34,2.0,20,10.0,20.08,2198.0,1368.63,25.61,2,28.83,114.2,6,313.06,6337,0,10.0,0,0,1,0,0,0,1,0,0,0
4,50.0,5.0,16199.96,3,7,7,4.0,-1,11.0,4.88,4.0,446.66,28.53,1,39.78,42.57,2,281.75,10308,1,29.0,0,1,1,0,0,1,0,0,0,1
4,48.0,12.0,30564.65,4,4,2,1.0,11,10.0,14.79,1.0,504.93,33.24,1,16.69,108.37,6,420.35,6091,1,25.0,0,1,0,0,0,0,0,0,0,0
3,19.0,2.0,61632.99,9,9,27,7.0,37,23.0,14.88,12.0,1634.98,36.21,2,311.56,70.96,2,353.09,9023,0,10.0,0,1,0,1,1,1,1,0,0,1
1,19.0,14.0,29258.69,7,7,12,7.0,30,7.0,8.37,9.0,1285.35,27.88,2,164.08,,4,254.27,6178,0,13.0,0,0,1,1,0,1,0,1,0,0
3,42.0,4.0,16287.14,8,5,26,2.0,9,17.0,17.39,6.0,1802.72,35.98,2,20.49,108.46,6,270.78,8904,0,20.0,0,0,0,0,0,0,1,0,1,0
4,27.0,11.0,125866.24,5,4,17,3.0,28,961.0,17.46,10.0,717.86,41.96,2,253.2,268.83,2,770.06,5382,0,7.0,0,1,0,1,0,0,0,1,0,0
2,41.0,8.0,19543.58,7,9,24,6.0,25,17.0,9.08,10.0,1362.43,28.89,2,94.23,90.64,3,215.2,5238,0,18.0,0,0,0,1,0,0,1,1,0,1
3,22.0,7.0,50352.09,3,7,15,2.0,6,9.0,18.13,7.0,1385.99,36.86,2,60.32,139.78,2,481.4,1573,0,17.0,0,0,0,0,0,0,0,1,0,1
1,32.0,13.0,9900.0,7,9,27,2.0,31,9.0,10.73,13.0,1784.98,36.19,2,10.73,46.85,3,295.02,6868,0,19.0,0,0,0,0,1,0,0,0,1,0
2,20.0,12.0,30494.3,9,7,30,8.0,32,22.0,18.42,9.0,4570.99,23.17,2,185.12,76.12,3,231.78,3373,0,14.0,0,1,0,1,1,0,0,1,0,1
4,54.0,15.0,17329.08,0,4,5,3.0,1,8.0,9.2,4.0,126.19,34.63,1,24.1,81.07,5,291.54,8790,1,26.0,0,0,1,0,0,1,1,0,0,0
1,45.0,2.0,33226.58,6,4,12,7.0,9,8.0,17.26,9.0,2090.35,26.2,0,168.42,194.69,3,189.78,8933,0,6.0,0,0,0,0,0,1,1,1,1,0
1,27.0,13.0,71461.6,8,5,15,5.0,39,20.0,24.94,10.0,4812.71,26.76,2,659.22,349.77,3,218.06,1388,0,12.0,0,0,0,1,1,0,0,0,1,1
2,43.0,5.0,98459.7,3,7,9,4.0,0,12.0,1.8,3.0,24.1,31.19,0,196.56,502.51,5,397.53,4626,1,27.0,0,1,0,0,0,0,0,1,1,0
4,38.0,3.0,19998.6,6,7,15,0.0,21,11.0,1.34,5.0,838.71,38.11,1,109.37,189.84,6,256.82,11171,0,22.0,1,0,0,0,0,0,0,0,0,0
1,34.0,13.0,8086.38,8,8,24,6.0,49,28.0,28.16,9.0,3886.6,33.98,2,24.84,68.28,6,280.86,5287,0,8.0,0,0,0,1,0,0,0,1,1,1
3,27.0,3.0,32701.56,2,3,8,2.0,13,4.0,6.91,6.0,1070.74,25.32,1,45.4,,5,252.54,8518,1,30.0,0,0,1,0,0,1,0,0,0,0
3,49.0,8.0,23079.29,3,5,8,3.0,7,13.0,4.66,6.0,850.79,28.87,1,45.55,56.17,2,323.8,1899,1,27.0,0,0,0,0,0,0,1,1,0,1
2,54.0,13.0,34279.21,5,2,11,3.0,14,10.0,4.83,0.0,1133.21,27.24,1,64.81,70.74,2,388.61,6420,1,32.0,0,0,0,0,1,0,0,1,0,1
1,30.0,9.0,110439.56,3,7,15,4.0,18,18.0,12.0,7.0,1218.92,28.89,2,348.94,632.12,4,211.37,4133,0,27.0,0,0,0,0,0,0,1,1,1,0
2,28.0,1.0,45783.32,7,7,567,0.0,3,15.0,10.25,6.0,608.27,39.66,0,0.0,176.09,3,448.24,2341,0,17.0,1,0,0,0,0,0,0,0,0,0
3,29.0,2.0,8241.75,7,5,19,2.0,29,0.0,8.89,16.0,2656.51,24.73,2,12.41,112.68,6,249.29,5420,0,17.0,0,0,1,0,0,0,0,0,1,0
1,42.0,12.0,67321.96,2,3,2,2.0,0,8.0,3.37,2.0,1254.76,36.99,0,70.76,0.0,4,395.62,5288,1,28.0,0,0,0,1,0,1,0,0,0,0
3,53.0,7.0,108397.59,3,5,10,3.0,14,6.0,0.84,2.0,1458.47,38.71,1,182.75,136.34,1,817.02,3389,1,30.0,0,0,0,1,0,0,0,1,0,0
4,19.0,3.0,30638.28,3,5,13,3.0,13,17.0,8.41,8.0,670.13,32.03,0,57.36,,3,279.46,9877,0,21.0,0,0,1,0,1,0,0,0,1,0
2,33.0,13.0,35229.28,9,6,34,9.0,42,17.0,19.55,17.0,3517.97,31.87,2,165.77,70.86,2,326.54,6132,0,13.0,0,1,1,1,0,0,1,1,1,0
2,35.0,15.0,75569.1,3,7,7,0.0,15,19.0,6.35,11.0,1159.55,38.04,2,0.0,116.24,1,769.61,8049,0,16.0,1,0,0,0,0,0,0,0,0,0
1,20.0,14.0,72152.8,4,7,3,3.0,14,6.0,9.04,5.0,847.35,26.78,1,171.81,315.89,3,357.27,7016,1,29.0,0,0,0,0,1,0,0,0,1,0
4,34.0,4.0,14917.84,1,7,6,2.0,9,3.0,0.68,9.0,609.71,34.35,1,17.71,144.67,5,269.83,3589,1,18.0,0,0,0,0,0,0,1,1,0,0
3,54.0,13.0,121107.9,0,7,5,0.0,18,3.0,3.41,8.0,1490.72,26.98,1,657.64,809.57,6,478.47,2563,1,16.0,1,0,0,0,0,0,0,0,0,0
2,39.0,12.0,7109.18,5,10,16,3.0,20,14.0,11.15,8.0,2098.55,29.17,2,17.22,47.19,5,269.23,1028,0,18.0,0,0,0,1,0,0,0,0,0,1
2,20.0,9.0,25773.73,5,6,8,0.0,5,10.0,2.01,5.0,30.79,32.52,2,0.0,53.61,1,422.37,8023,0,16.0,1,0,0,0,0,0,0,0,0,0
4,42.0,9.0,34855.08,5,7,23,5.0,9,14.0,8.22,11.0,1652.88,31.04,2,30544.0,28.4,1,359.82,5443,0,17.0,0,0,1,0,0,1,0,1,0,0
3,20.0,9.0,35650.02,7,4,20,2.0,23,19.0,19.28,9.0,770.37,28.13,2,37.83,148.01,5,363.85,11341,0,20.0,0,1,1,0,0,0,0,0,0,0
3,31.0,8.0,38735.57,2,4,3,2.0,14,11.0,8.06,6.0,800.94,35.27,1,43.94,250.46,5,304.39,8492,1,17.0,0,0,0,1,0,0,0,1,0,0
3,47.0,4.0,129727.4,3,4,19,2.0,27,15.0,11.68,5.0,1111.92,34.21,2,175.06,869.43,5,343.18,5142,0,31.0,0,0,0,0,0,0,0,0,1,1
4,19.0,5.0,17686.19,9,9,19,6.0,31,19.0,20.04,9.0,2994.45,34.52,2,21204.0,86.81,4,266.28,2669,0,10.0,0,0,1,1,1,0,1,0,0,1
1,40.0,13.0,20078.47,10,10,31,8.0,45,0.0,22.27,13.0,4545.35,36.83,2,120.33,71.35,6,243.03,9287,0,13.0,0,1,1,1,1,0,0,0,1,1
1,45.0,1.0,39225.32,8,5,23,2.0,15,0.0,13.2,12.0,2057.89,26.51,2,37.04,41.35,2,498.19,4846,0,9.0,0,0,0,0,0,0,0,0,1,0
3,45.0,4.0,32625.59,0,5,8,4.0,5,7.0,2.55,8.0,177.9,29.69,0,73.13,210.57,4,278.58,12479,1,29.0,0,0,0,0,1,1,1,0,0,1
4,44.0,12.0,31980.14,7,3,16,6.0,21,18.0,18.21,10.0,1902.33,29.01,2,142.8,51.67,2,347.94,8540,0,8.0,0,1,1,1,0,0,1,1,1,0
2,27.0,15.0,121274.24,2,7,10,2.0,10,10.0,8.22,6.0,844.6,28.92,1,167.43,482.88,3,598.41,12339,1,27.0,0,1,0,0,0,0,1,0,0,0
4,41.0,10.0,30493.34,5,5,11,4.0,18,7.0,7.11,,448.51,38.67,1,94.48,28.78,1,369.44,1596,1,24.0,0,0,1,0,1,0,0,1,0,0
3,42.0,8.0,7664.32,6,5,15,5.0,36,10.0,12.6,9.0,1294.45,26.45,2,24.24,92.47,5,255.16,9476,0,12.0,0,0,1,1,0,0,1,0,0,1
2,24.0,15.0,77253.54,2,7,12,2.0,13,5.0,1.28,6.0,565.23,34.85,1,85.98,178.96,2,615.24,9618,1,21.0,0,0,0,1,0,1,0,0,0,0
2,31.0,14.0,53106.54,9,5,17,5.0,17,15.0,4.61,16.0,4381.27,29.95,2,131.14,455.14,6,130.27,652,0,14.0,0,1,0,1,0,1,0,0,0,1
1,22.0,10.0,124436.4,5,5,7,2.0,12,6.0,1.82,1.0,529.84,38.26,0,164.01,364.44,2,773.62,3107,1,30.0,0,0,0,1,0,0,1,0,0,0
4,41.0,8.0,15551.6,6,3,13,6.0,8,11.0,12.81,7.0,1901.28,27.2,2,47646.0,83.89,6,298.15,1063,0,16.0,0,0,0,0,1,0,1,1,0,1
3,22.0,13.0,77703.16,8,4,28,8.0,47,17.0,21.54,12.0,2939.44,25.52,2,418.75,237.96,6,303.52,11480,0,11.0,0,1,0,1,0,1,0,1,1,0
3,55.0,12.0,36135.19,3,4,11,4.0,12,14.0,1.5,6.0,695.59,29.97,1,87.98,90.44,2,361.41,2911,1,22.0,0,1,1,0,0,0,0,0,0,1
4,51.0,1.0,59673.22,3,4,12,2.0,4,9.0,6.0,3.0,5.67,30.56,1,90.73,416.62,5,292.73,12139,1,33.0,0,0,1,1,0,0,0,0,0,0
4,49.0,15.0,110711.22,4,5,11,0.0,8,0.0,8.09,4.0,251.06,40.95,1,0.0,178.56,1,1001.24,12192,1,17.0,1,0,0,0,0,0,0,0,0,0
1,40.0,7.0,39294.3,9,10,30,3.0,47,20.0,7.14,11.0,1292.73,31.99,2,60.74,48.04,1,460.47,4060,0,14.0,0,0,0,1,1,0,0,0,0,0
4,32.0,3.0,28796.82,6,6,21,5.0,30,25.0,2.78,11.0,2382.35,32.35,0,82.24,109.05,5,326.59,12286,0,6.0,0,0,0,0,0,0,0,1,1,1
3,34.0,3.0,10732.78,6,6,15,2.0,16,13.0,8.24,7.0,915.78,25.88,2,11.44,0.0,6,277.49,9271,0,16.0,0,1,0,0,0,1,0,0,0,0
1,29.0,8.0,31500.55,1,4,6,0.0,10,11.0,3.79,4.0,861.13,29.41,1,0.0,0.0,1,477.36,9213,1,19.0,1,0,0,0,0,0,0,0,0,0
3,39.0,8.0,7414.14,6,8,26,9.0,62,23.0,17.83,10.0,2580.05,36.75,2,51.42,39.47,5,279.5,6948,0,5.0,0,1,1,1,0,1,1,0,1,0
2,51.0,13.0,72783.06,6,5,17,1.0,18,0.0,2.52,3.0,752.52,26.76,1,31.75,471.81,5,400.56,10255,0,26.0,0,0,0,1,0,0,0,0,0,0
1,25.0,10.0,41751.65,5,1,2,1.0,1,3.0,2.32,6.0,279.17,31.29,1,32.8,63.67,2,497.76,2483,1,17.0,0,0,0,1,0,0,0,0,0,0
2,29.0,10.0,20024.17,4,5,3392,4.0,17,15.0,15.93,12.0,698.93,25.81,2,35.9,86.25,3,292.32,5721,0,8.0,0,0,0,0,1,0,0,0,1,1
1,47.0,4.0,147848.64,0,4,3,3.0,7,1.0,2.16,1.0,731.37,27.61,1,363.87,134.5,1,969.1,10025,1,30.0,0,0,0,1,1,0,0,0,0,0
1,27.0,14.0,22419.74,4,7,9,5.0,14,14.0,11.47,11.0,346.91,37.28,0,69.49,0.0,3,297.55,9503,0,14.0,0,1,0,1,0,1,1,0,1,0
3,24.0,14.0,90182.31,0,3,12,3.0,15,2.0,6.47,5.0,1283.66,31.33,1,139.4,55.29,1,797.84,2977,1,16.0,0,1,0,0,1,0,1,0,0,0
3,41.0,2.0,21380.06,2,2,5,3.0,-1,-1.0,9.79,5.0,764.08,26.37,1,30.57,57.75,3,372.24,7257,1,24.0,0,0,0,1,0,1,1,0,0,0
4,39.0,8.0,74063.28,3,6,5,2.0,9,18.0,15.91,10.0,1040.09,29.22,2,117.44,145.99,1,596.77,4909,0,18.0,0,1,0,0,0,0,0,1,0,0
4,54.0,15.0,10311.09,8,5,17,0.0,30,11.0,6.02,8.0,1024.56,25.24,2,0.0,42.33,5,334.0,11087,0,22.0,1,0,0,0,0,0,0,0,0,0
1,51.0,4.0,28169.69,7,3,15,0.0,14,13.0,9.95,8.0,330.54,23.85,1,0.0,82.44,5,414.71,8178,0,29.0,1,0,0,0,0,0,0,0,0,0
4,20.0,7.0,31122.79,7,5,12,0.0,28,19.0,6.75,4.0,358.6,36.01,1,0.0,33.89,2,492.27,109,0,23.0,1,0,0,0,0,0,0,0,0,0
1,42.0,12.0,62879.96,8,10,26,2.0,47,17.0,7.9,9.0,1751.0,38.42,2,78.34,120.57,3,595.49,3686,0,19.0,0,0,0,0,0,0,0,1,0,1
3,41.0,3.0,59453.48,9,6,32,6.0,58,21.0,26.85,9.0,3280.67,36.48,0,191.36,74.7,2,494.48,6166,0,2.0,0,1,1,1,0,1,0,0,0,1
1,46.0,2.0,99337.28,5,5,17,6.0,10,12.0,13.01,5.0,255.82,27.9,2,338.65,654.7,5,142.96,7849,0,16.0,0,1,1,1,0,1,0,0,0,0
2,19.0,14.0,14134.26,6,7,30,2.0,62,11.0,24.52,16.0,1289.12,35.79,2,17.6,149.25,6,237.44,12180,0,8.0,0,0,0,0,0,0,0,1,0,1
1,24.0,6.0,104744.88,1,4,8,4.0,20,11.0,6.69,3.0,705.05,37.62,1,195.02,195.41,1,748.54,3726,1,27.0,0,0,0,0,0,1,0,1,0,0
1,20.0,4.0,13848.89,4,4,18,2.0,20,12.0,5.77,,65.12,37.01,1,12.66,139.33,6,253.21,4589,0,27.0,0,0,0,1,0,1,0,0,0,0
3,41.0,10.0,7243.44,7,10,33,5.0,61,17.0,15.79,12.0,2621.26,27.82,2,18.97,42.21,5,280.28,10293,0,16.0,0,1,1,0,1,1,0,0,0,0
3,46.0,6.0,15335.38,8,6,17,2.0,49,11.0,8.22,16.0,1988.83,31.23,2,24.64,141.61,6,266.75,10160,0,15.0,0,0,0,0,0,0,1,0,1,0
4,49.0,3.0,162688.28,0,5,2,2.0,17,0.0,4.48,7.0,641.14,29.81,1,178.64,788.13,6,681.27,7685,1,32.0,0,0,0,1,1,0,0,0,0,0
1,45.0,1.0,18849.1,10,8,17,8.0,16,1329.0,18.24,14.0,3327.28,35.37,2,75.65,65.85,2,285.78,2533,0,13.0,0,0,1,1,0,1,1,1,0,0
3,30.0,13.0,18760.6,7,8,18,5.0,51,24.0,16.3,15.0,4573.36,29.39,2,71.48,43.49,5,318.17,2860,0,7.0,0,1,1,0,0,1,0,0,1,0
1,20.0,1.0,34039.54,5,4,17,4.0,10,14.0,12.17,1.0,197.39,35.97,0,83.75,188.24,3,260.88,5185,0,23.0,0,0,1,1,1,0,0,1,0,0
2,24.0,3.0,35971.49,5,5,18,2.0,28,14.0,8.78,9.0,132.82,34.9,0,54.48,49.38,1,445.9,12360,0,28.0,0,0,0,0,0,0,1,0,1,0
1,49.0,6.0,165076.44,1,6,3,2.0,12,2.0,6.71,5.0,712.94,24.41,1,273.17,903.94,5,485.13,3785,1,18.0,0,0,1,0,0,0,0,0,1,0
2,19.0,12.0,19121.21,8,7,15,7.0,22,17.0,13.94,6.0,448.39,26.3,2,79.71,24.55,1,285.88,4009,0,15.0,0,0,1,1,0,0,1,0,0,0
4,38.0,5.0,84609.78,5,4,1,3.0,28,4091.0,3.82,1.0,254.3,32.66,1,797.59,406.6,5,444.51,5418,1,23.0,0,0,1,0,0,0,1,1,0,0
4,29.0,13.0,95295.57,6,6,3,0.0,15,20.0,11.14,1.0,406.93,33.55,0,0.0,82.77,1,951.56,1752,1,25.0,1,0,0,0,0,0,0,0,0,0
2,29.0,12.0,142081.48,6,6,15,3.0,29,0.0,8.21,4.0,932.32,27.89,1,180.62,332.31,5,944.19,6450,0,27.0,0,0,0,0,0,1,1,0,1,0
3,26.0,14.0,34668.59,6,3,10,3.0,11,15.0,8.13,7.0,291.46,30.2,1,72.27,79.71,1,402.33,833,0,21.0,0,1,1,0,0,0,1,0,0,0
3,41.0,5.0,52754.28,9,6,27,6.0,53,19.0,8.33,11.0,1624.09,33.51,2,142.92,516.81,6,50.8,7761,0,15.0,0,1,1,1,0,1,1,0,0,0
2,20.0,4.0,9675.84,8,10,34,8.0,53,21.0,17.17,14.0,4193.36,26.33,2,51.04,46.69,4,278.5,2884,0,11.0,0,1,1,1,1,1,0,1,0,0
1,42.0,7.0,34913.58,4,4,3535,4.0,4,0.0,1.76,2.0,758.31,36.17,1,267.64,52.06,2,446.76,4499,1,25.0,0,1,0,0,0,1,0,0,0,1
2,45.0,8.0,60125.18,3,5,4,2.0,6,12.0,3.95,4.0,677.68,32.86,1,82.3,88.45,1,597.3,4914,1,31.0,0,0,0,0,0,0,1,0,0,0
1,32.0,9.0,7795.54,10,6,18,6.0,60,23.0,-0.38,16.0,1990.69,35.29,2,29.6,71.12,6,269.74,398,0,19.0,0,0,1,1,1,0,0,1,0,0
2,19.0,9.0,68056.4,8,9,24,5.0,33,23.0,7.74,14.0,2139.9,24.79,2,172.5,324.15,4,353.88,3953,0,12.0,0,1,1,1,1,0,0,1,0,0
3,30.0,3.0,57857.1,4,8,30,3.0,23,10.0,11.8,8.0,2019.49,26.4,0,85.77,509.94,6,175.53,9108,0,9.0,0,1,0,0,0,0,0,0,0,1
2,33.0,5.0,156429.52,5,3,3,2.0,9,0.0,9.73,6.0,1178.89,30.33,1,179.18,329.74,3,1046.66,5366,1,20.0,0,1,0,1,0,0,0,0,0,0
1,21.0,9.0,20417.43,4,1,10,2.0,10,10.0,9.51,,312.66,31.48,1,23.98,99.24,4,327.53,1829,1,21.0,0,0,1,0,0,0,0,0,1,0
1,44.0,6.0,17286.51,3,3,17,1.0,12,15.0,9.71,3.0,757.38,29.11,1,12.24,,6,327.23,6159,0,24.0,0,1,0,0,0,0,0,0,0,0
4,46.0,3.0,59873.88,3,5,9,3.0,0,3.0,3.11,5.0,1017.45,27.35,1,117.11,194.38,2,422.16,3986,1,18.0,0,0,1,0,0,0,0,0,0,1
1,53.0,12.0,70978.78,0,3,3,3.0,9,6.0,6.13,8.0,967.88,26.38,1,143.87,197.11,3,498.31,3256,1,33.0,0,0,0,0,0,1,0,1,0,0
2,51.0,8.0,100188.84,5,3,12,2.0,24,16.0,19.73,6.0,282.08,32.38,2,617.29,361.89,4,634.81,8436,0,17.0,0,0,0,1,0,0,1,0,0,0
3,23.0,12.0,33121.69,3,4,1,1.0,10,5.0,16.51,,1343.7,37.31,1,14.48,74.18,4,482.25,7487,1,19.0,0,0,0,0,0,0,0,1,0,0
2,42.0,4.0,90429.99,0,2,10,1.0,0,2.0,2.25,4.0,1127.26,38.27,1,42.69,,5,700.46,1859,1,31.0,0,0,0,0,0,0,0,0,0,1
2,46.0,3.0,8071.24,7,5,21,9.0,49,24.0,7.86,12.0,1311.23,37.61,0,45.68,26.73,6,266.95,5984,0,13.0,0,1,1,1,1,1,0,1,1,0
2,31.0,3.0,125285.32,8,3,19,2.0,24,9.0,7.85,7.0,1356.23,37.46,0,135.33,0.0,1,1063.27,10063,0,11.0,0,0,1,0,0,0,0,1,0,0
3,26.0,10.0,58048.82,3,3,1,2.0,13,5.0,7.15,4.0,1020.94,38.78,1,93.48,206.19,3,438.37,11060,1,26.0,0,0,0,0,0,0,0,0,1,1
4,38.0,7.0,13315.2,8,5,16,0.0,13,9.0,11.84,7.0,1233.74,27.5,1,0.0,77.66,5,333.1,5478,0,18.0,1,0,0,0,0,0,0,0,0,0
3,46.0,8.0,13139.86,5,5,15,1.0,8,8.0,8.54,8.0,361.58,40.84,1,7.18,93.72,6,290.69,9502,0,24.0,0,0,0,1,0,0,0,0,0,0
4,28.0,15.0,69289.4,8,4,15,2.0,8,10.0,22.79,14.0,2424.83,29.22,2,59.37,270.53,5,531.82,8594,0,19.0,0,0,0,0,0,1,0,0,0,0
1,28.0,4.0,15155.81,7,4,33,3.0,22,11.0,8.3,9.0,1970.9,32.83,2,22.82,135.12,6,250.26,1601,0,14.0,0,1,1,0,0,1,0,0,0,0
1,20.0,9.0,109981.6,4,4,11,4.0,27,17.0,5.67,4.0,873.07,35.91,1,351.99,137.28,1,674.64,10905,0,26.0,0,1,1,0,1,0,0,1,0,0
4,39.0,6.0,71212.16,7,6,30,696.0,50,0.0,18.78,13.0,3744.63,30.46,2,395.1,158.62,5,301.22,1314,0,9.0,0,0,1,1,0,1,1,1,1,1
1,36.0,14.0,28010.02,9,7,26,4.0,29,16.0,6.33,13.0,1794.71,30.23,2,49.88,60.01,2,347.33,3849,0,11.0,0,0,1,0,1,1,0,0,0,0
1,30.0,2.0,12409610.0,4,1,5,3.0,4,8.0,10.96,7.0,271.88,27.55,1,91.64,179.67,6,330.32,4978,1,32.0,0,1,0,0,0,1,1,0,0,0
2,36.0,7.0,19975.13,8,6,18,4.0,15,15.0,5.09,8.0,643.23,38.16,1,36.28,80.66,6,319.72,8099,0,16.0,0,0,0,1,1,0,1,0,1,0
3,34.0,2.0,33755.94,6,10,22,8.0,48,19.0,28.85,14.0,4503.42,37.0,2,179.97,177.11,6,209.52,3730,0,10.0,0,0,1,1,1,1,1,0,0,1
3,38.0,4.0,34733.44,3,7,13,1.0,17,13.0,5.27,6.0,1497.2,32.75,1,16.23,53.73,2,496.39,8443,0,26.0,0,0,0,0,0,0,0,0,0,1
1,44.0,4.0,30231.09,3,6,3,3.0,5,1.0,4.09,2561.0,1263.11,41.07,0,55.94,85.22,4,389.86,5083,1,33.0,0,0,0,1,1,0,0,0,0,1
4,51.0,11.0,99089.52,5,1,9,1.0,7,0.0,8.66,3.0,338.95,31.35,1,57.16,288.71,2,735.08,336,1,33.0,0,0,0,0,0,0,0,0,1,0
2,21.0,9.0,15837.31,8,6,16,8.0,54,22.0,18.88,16.0,3336.83,35.74,2,63.59,67.9,3,230.49,6616,0,1.0,0,0,0,1,0,0,1,1,1,0
4,43.0,3.0,7427.29,9,10,29,7.0,46,13.0,20.06,17.0,3750.27,27.92,2,28.64,69.74,5,251.11,10596,0,9.0,0,1,0,1,1,1,0,1,1,0
4,46.0,5.0,70556.92,7,6,16,6.0,50,25.0,4.67,12.0,1260.11,31.83,2,232.85,165.54,4,479.48,3037,0,6.0,0,0,1,0,0,0,1,1,0,1
1,32.0,6.0,7230.62,9,6,19,8.0,19,22.0,5.04,15.0,4492.18,34.74,2,42.54,77.26,6,252.35,5563,0,14.0,0,0,0,0,1,1,1,0,1,1
4,52.0,13.0,108968.85,1,5,8,0.0,6,2.0,1.51,3.0,407.44,25.27,1,0.0,815.16,5,349.22,11042,1,31.0,1,0,0,0,0,0,0,0,0,0
1,22.0,12.0,47953.86,7,6,27,3.0,16,19.0,8.48,8.0,1601.8,28.87,2,80.92,107.55,2,432.14,2862,0,7.0,0,1,0,0,0,0,0,1,1,0
1,36.0,5.0,34204.39,8,4,19,4.0,23,14.0,15.31,3.0,1131.43,25.14,2,61664.0,222.56,4,218.1,9673,0,26.0,0,0,0,1,0,0,1,1,1,0
2,44.0,14.0,115379.64,6,4,9,0.0,8,11.0,8.97,1.0,364.66,34.64,1,0.0,687.31,6,574.99,6009,0,29.0,1,0,0,0,0,0,0,0,0,0
3,30.0,5.0,17816.79,6,5,31,5.0,16,18.0,7.44,7.0,1793.04,23.52,2,54.01,107.26,6,280.5,6156,0,12.0,0,0,1,0,1,0,1,0,1,1
2,21.0,4.0,40377.89,5,7,2,4.0,10,4.0,3.35,4.0,1410.14,35.68,0,119.14,36.77,1,404.77,6525,1,28.0,0,1,0,1,0,0,1,0,0,0
3,21.0,2.0,61793.46,10,8,34,5.0,38,23.0,21.92,16.0,3576.53,36.27,2,257.45,125.65,4,413.45,3843,0,6.0,0,1,0,0,0,1,0,1,0,1
3,39.0,15.0,14067.58,9,6,20,8.0,18,1682.0,3.57,9.0,3043.88,31.23,2,71.63,81.9,5,218.5,8632,0,9.0,0,0,0,1,0,1,0,1,1,1
1,22.0,6.0,128163.36,5,7,7,4.0,14,0.0,8.79,5.0,1494.56,37.79,0,281.79,81.83,1,941.21,10782,1,18.0,0,1,0,0,1,0,1,0,0,1
4,40.0,6.0,16758.14,8,6,24,5.0,25,10.0,9.15,10.0,2392.91,29.55,2,112.31,61.18,2,305.39,10667,0,7.0,0,1,0,1,0,0,0,1,0,1
2,44.0,15.0,19337.16,5,4,17,1.0,7,19.0,5.9,1799.0,449.37,33.81,2,14.61,97.68,3,294.05,5897,0,19.0,0,1,0,0,0,0,0,0,0,0
2,25.0,2.0,41754.92,6,9,23,5.0,47,12.0,9.46,7.0,1479.37,29.11,2,131.2,115.06,2,371.7,7411,0,13.0,0,0,0,1,0,0,1,0,1,0
4,35.0,14.0,161066.88,1,3,1,4.0,20,9.0,0.12,3.0,40.77,38.22,1,523.14,104.28,1,952.0,11061,1,31.0,0,1,1,0,0,0,0,1,0,0
1,34.0,1.0,19071.07,7,6,20,4.0,40,24.0,7.06,13.0,1538.98,35.36,2,52.16,93.83,6,332.74,4421,0,13.0,0,0,1,0,0,1,0,0,1,0
2,31.0,2.0,58992.92,4,6,30,6.0,9,15.0,8.39,10.0,2033.79,27.8,2,162.03,240.59,5,375.99,8925,0,7.0,0,1,1,0,1,0,0,0,0,1
1,27.0,15.0,59304.08,9,5,25,7.0,55,7.0,11.67,6.0,1653.18,39.47,2,276.26,206.26,6,276.88,792,0,16.0,0,1,0,0,0,1,1,1,1,0
4,22.0,3.0,17599530.0,8,6,13,0.0,21,0.0,8.04,4.0,1172.87,28.92,1,0.0,160.05,2,466.57,1318,0,18.0,1,0,0,0,0,0,0,0,0,0
4,20.0,3.0,62892.92,7,6,33,5.0,24,15.0,3.58,17.0,2432.07,25.77,2,211.8,147.49,2,436.82,3777,0,18.0,0,0,0,1,1,0,1,1,0,1
2,56.0,11.0,55929.32,7,6,5,0.0,26,19.0,11.7,4.0,994.27,26.86,1,0.0,293.59,5,465.28,3098,1,17.0,1,0,0,0,0,0,0,0,0,0
4,23.0,13.0,14856.35,4,2,10,1.0,14,7.0,9.9,6.0,1456.25,27.57,1,6.52,65.73,5,355.05,6326,1,26.0,0,0,0,0,1,0,0,0,0,0
2,40.0,14.0,14482.5,7,7,19,4.0,30,13.0,13.27,12.0,1856.22,36.61,2,27.22,97.33,6,301.84,9059,0,19.0,0,1,0,1,1,0,0,0,0,0
1,22.0,8.0,7680.08,6,6,30,5.0,61,24.0,1.89,15.0,2181.01,39.26,2,19.06,13.68,1,261.66,6550,0,19.0,0,1,0,0,0,0,0,1,1,1
4,50.0,11.0,70793.38,5,3,8,1.0,22,0.0,9.68,7.0,138.21,36.79,1,51.13,225.4,5,613.82,5900,0,21.0,0,0,1,0,0,0,0,0,0,0
2,23.0,15.0,35952.45,4,7,16,2.0,6,12.0,18.36,12.0,517.01,35.17,2,59.04,212.97,4,315.39,1163,0,16.0,0,0,0,1,0,0,0,1,0,0
